speaker,utterance
human,"<start>  he thinks I'm an excellent example of... humanity? HUmanness,"
human,<start>  I guess.
human,"<start>  No, I wouldn't go that far."
human,<start>  Bots?
human,<start>  So tell me about the Star Trek thing. I've never really
human,"<start>  ""gotten"" that show. But those who do seem to watch nothing"
human,<start>  else.
human,"<start>  Hm. Oh, I think I understand. Do the programs have names?"
human,<start>  TQ
human,"<start>  Yes, I do. And you?"
human,<start>  A lot of techies seem to live in Brooklyn.
human,<start>  Where the hell are you *from*?
human,<start>  I see. What part of Brooklyn are you in and do you like
human,<start>  it?
human,<start>  I'm sorry but you can't withdraw that question. I saw it!
human,<start>  I am probably too staid for your band.
human,<start>  I have enjoyed some of Hank Williams and that sort of thing
human,<start>  but my favorite kind of music to listen to live is Eartha
human,"<start>  Kitt, Peggy Lee, obby Short, that kind of thing. I also"
human,<start>  like the Blues.
human,<start>  Yanni? That endless din -- I heard it when I was in Greece.
human,<start>  He's like a national folk hero for the young set. I can't
human,<start>  stand it. It's like New Age music.
human,<start>  I havenm't seen andrea marcovicci but i suspect I would
human,<start>  like her.
human,<start>  How sweet. That's the first time I've ever heard that. (eyelash
human,<start>  fluttering)
human,"<start>  You know, if there's one thing I can't stand it's these"
human,"<start>  peolpe who send out endless e-mail, screens long, filled"
human,<start>  with sloppy typos and spelling errors. I am on a few list
human,<start>  serve discussion groups and I cannot believe the stuff I've
human,"<start>  seen. Graphic types don't care about punctuation, etc. They"
human,<start>  probably figure that if the machine is willing to send the
human,"<start>  thing, it must be okay."
human,<start>  No way!
human,"<start>  There are more tactful ways to chat a girl up, you know."
human,<start>  I don't know what your success rate is but you're either
human,<start>  very lucky or oblivious... :)
human,<start>  Is that some sort of innuendo?
human,"<start>  As to the Star Lady reference, let me explain. Women never"
human,<start>  like to think that they've confused with some other female
human,<start>  in a guy's mind. It is just one of those things.
human,"<start>  Identity crisis time. Well, so tell me, what goes on in"
human,<start>  the aforementioned chat room at AOL?
human,<start>  Don;t count on it. There's a shoe for every foot. I am not
human,<start>  a big AOL fan. It's like the shopping mall arcade of th4e
human,"<start>  internet, isn't it??"
human,<start>  I beg your pardon?
human,<start>  I thought I already spoke to Judge #2?
human,<start>  REally?? But you're the 4th.
human,<start>  I'll take your word for it. What else have you to say for
human,<start>  yuorself today?
human,<start>  Speed isn't everything. How often do you visit New York?
human,"<start>  But now you're at Yale, aren'ty you>"
human,"<start>  Oh, I'm sorry to hear that. Where did you live when you"
human,<start>  were growing up here?
human,"<start>  Not really. But yes, in other ways."
human,<start>  I moved here when I was a very young adult. So I did grow
human,"<start>  up here in many ways. I was not, howeverm born in the city,"
human,<start>  or anywhere very near to it.
human,<start>  No. I'm a non-academic.
human,<start>  Writing and experimenting.
human,"<start>  No No, I'm not especially computer-literate. I'm writing"
human,<start>  for various magazines and preparing a book proposal.
human,"<start>  I dropped out rather early. I must say, I do admire anyone"
human,<start>  who has the kind of discipline you obviously have.
human,"<start>  I thnk I have visited a few high-pressure schools. However,"
human,<start>  when you're a visitor you don't feel any of the stuff you
human,<start>  describe -- unless you are receptive to it. I have never
human,<start>  visited Yale but I've been around the Columbia campus and
human,"<start>  also the campus of a well-known joint out west and, well,"
human,<start>  none of the other universities I have visited were probably
human,<start>  high pressure establishments. NYU?
human,<start>  I gave a little talk at the NYU drama school a few years
human,"<start>  ago. Between you and me, I'm very dubious of all these institutions."
human,<start>  They're like gigantic bureacracies as far as I can see.
human,"<start>  listen, er, woukld you think it's rude if we move on to"
human,<start>  the next person? It's nothing personal but you'll undresrtand
human,<start>  later....
human,"<start>  okay thanks, I really appreciate it. I'll be nice to you"
human,<start>  later. Promise. Bye.
human,<start>  hello?
human,"<start>  apparnelty I'm not allowed to do this, we have to keep chatting,."
human,<start>  i'll be right back?
human,<start>  well that was a short break.
human,<start>  But isn't life more fun this way?
human,<start>  Well a little spontaneity and confusion often makes things
human,<start>  more interesting.
human,"<start>  I went, couldn't you tell?"
human,<start>  Computers do core dumps quicker than most.
human,<start>  Yes but then having to clean up the hard drive is a mess.
human,<start>  Ah for a good programming environment and operating system
human,<start>  that keeps up with and makes allowances for human error.
human,"<start>  seen,.  Although they're getting better.  It's amazing that"
human,<start>  Well wait a year and a half for the new Mac operating system.
human,<start>  But playing with OS/2 the last day and a half has been a
human,"<start>  hell of a lot more fun than dealing with DOS.  Please, stop"
human,<start>  me before I DOS again. .....aaaaiiiggggghhh.
human,"<start>  let's change the subject, my dear. How many years did you"
human,<start>  say you have left in the clinker?
human,<start>  byeee
human,<start>  hello there.
human,"<start>  well, I think I can handle myself if that should arise."
human,<start>  And you?
human,"<start>  very funny. You shall start -- why don't yuo lead, as it"
human,<start>  were?
human,<start>  new to discuss.
human,"<start>  Everybody talks about the weather. It's amazing. Also, the"
human,<start>  movies. And education. But that doesn't mean we can't discuss
human,<start>  those things if you have some compelling urge to do so.
human,<start>  chit chat--you seem much more serious. What do you know about
human,<start>  I am not at liberty to discuss that. What's your name?
