speaker,utterance
program,"They are: Angusta ma dyai : to the thumb, Broomadhya : to the third eye, or between the eyebrows, Nasagrai : at a point six inches from the tip of the nose, Hastagrai : to the palm, usually the extended hand, Parsva : to the left side, Parsva : to the right side, Urdhva : to the sky, or inwards, Nabichakra : to the navel, Padayoragrai : to the toes"
program,"They are: Angusta ma dyai : to the thumb, Broomadhya : to the third eye, or between the eyebrows, Nasagrai : at a point six inches from the tip of the nose, Hastagrai : to the palm, usually the extended hand, Parsva : to the left side, Parsva : to the right side, Urdhva : to the sky, or inwards, Nabichakra : to the navel, Padayoragrai : to the toes"
program,"On Thursday nights (7ñ9pm), from June through mid-August, free, Street Musicians perform on the 13 block of Pearl Street, just south of the Courthouse."
program,"Each week, Bands on the Bricks, as the event is called, features a different band, ranging in style from zydeco to oldies, and bluegrass to funk."
program,I like indian music
program,I like indian music
program,I don't remember
program,I have fun with yoga when a bunch of us get together and try different ways of working to figure out alignment or help solve a problem someone is having with an asana.
program,"""Yea, sorry"""
program,"""yoga mostly and meditation, I love india as well"""
program,"it's very cool yes, a passion of mine"
program,I came with a friend we flew
program,from boulder
program,"I'm from Boulder, Colorado, in the United States"
program,"Boulder's population is younger than the national average, largely due to the presence of university students."
program,I love travelling I go to mysore very often
program,Boulder is located in Boulder Valley where the Rocky Mountains meet the Great Plains.
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"""Hiya, how are you?"""
program,"""Can't remember, don't really care  :P"""
program,I don't remember
program,12th of march 1974
program,"""I don't usually, it'sok but a bit boring"""
program,"""yoga mostly and meditation, I love india as well"""
program,aw WhatÖlets talk about something else
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""a yoga teacher from bolder, colorado"""
program,Pattabhi Jois
program,Pattabhi Jois
program,"its cool, not as cool as india though  :)"
program,"""I love the heat, india is always hot"""
program,"""hey, I'm John"""
program,"""see ya dude, peace"""
program,"Hello, my name is John and I am a man."
program,"""hey, I'm John"""
program,I'm totally new age!
program,"""yoga, I'm a yoga teacher in Boulder"""
program,come on..you're boring me now
program,Have you ever been to boulder or do you want to go?
program,15 years ago
program,That's your problem
program,so would the coach
program,m
program,m
program,have you ever been to india?
program,"""well thanks, kinda busy though"""
program,Yes it's in the states
program,I'm John the ashtanga yoga teacher from Boulder
program,I love travelling I go to mysore very often
program,I stayed 4 months
program,not a lot today mostly typing
program,come on..you're boring me now
program,yes but I'm not married and I have no children
program,I don't remember
program,"yes several times, I always go to mysore to do yoga.  My guru lives there."
program,No never I might drop by one day but I'm in India most of the time when I travel you see
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""cool, I'm from Boulder in Colorado"""
program,"its cool, not as cool as india though  :)"
program,"""I love the heat, india is always hot"""
program,"It's just under an hour's drive from Denver International Airport, known here as DIA, though its official airport code is DEN."
program,"what kind? Ashtanga, IyengarÖ"
program,I don't know much about that
program,How about yoga
program,"""Not too bad, busy as ever."""
program,I'm teaching lots of yoga classes
program,pretty much yep!
program,"""I go to india once a year, to mysore"""
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"""pretty good, I'm quite busy though"""
program,It is home to innumerable environmental and spiritual groups (mostly new age and eastern-oriented; fundamentalist Christians are politely directed to Colorado Springs).
program,"Bumper stickers range from ""Free Tibet"" and ""My Karma ran over your Dogma"" to ""Focus on your own damn family."""
program,"""it's interesting but I want to go home now, I'm a long way from home"""
program,"I'm from Boulder, Colorado, in the United States"
program,"Boulder's population is younger than the national average, largely due to the presence of university students."
program,"Boulder keeps cropping up on lists of best places to live, and Boulderites get pretty smug about it."
program,"""yeah I'm ok, pretty busy!"""
program,not a lot
program,"I mostly know about yoga to be honest, I'm obsessed"
program,"it's very cool yes, a passion of mine"
