speaker,utterance
human,"""Ll BackSpace ol u wnt to da mall 2? Dats zra BackSpace  BackSpace  BackSpace cra BackSpace A  BackSpace Z!"
human,"BRB, gtg 2 dner BackSpace  BackSpace r.   BackSpace  BackSpace "
human,boild BackSpace s my blood
human,How many kids you got?
human,Nice
human,"did y BackSpace it say thkn BackSpace  BackSpace ings like ""  BackSpace i have a headache from people standing on my head"""
human,ah
human,so hui BackSpace man-like
human,yeah
human,Tim's a BackSpace  BackSpace  BackSpace  BackSpace e's almot BackSpace st u[
human,p
human,i n BackSpace better get to all the smoked salmon
human,salmon is samon
human,*salmon
human,"Hey, what's up?"
human,How so?
human,Upstate New york BackSpace  BackSpace  BackSpace  BackSpace YOrk BackSpace  BackSpace  BackSpace ork.
human,Rochester area.
human,How about you BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Cold.
human,"Yes, but it's sort of going downhill."
human,Unfortunately.
human,The museum up there is actually pretty cool c BackSpace though.
human,"People thnk BackSpace  BackSpace ink I'm crazy b BackSpace because I live in NYC now, but I do miss the cultural inst BackSpace titi BackSpace utions up there."
human,The Bronx.
human,Right up the 1 line from here.
human,"I don't really watch baseball, but sometimes my friends force me."
human,"All I know is about the rivalry between the Sox & the Yankees, so I don't get involv BackSpace  BackSpace  BackSpace  BackSpace  BackSpace nvolved with my bas BackSpace  BackSpace  BackSpace friends that are fans either way."
human,Yes.
human,You almost capitlize BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace italized upstate but changed y BackSpace  BackSpace  your mind.
human,Craigslist.
human,I didn't know what the Loebner PRize BackSpace  BackSpace  BackSpace  BackSpace rize was until I looked it up on Wikipedia.
human,My dad thinks it's really cool because he builds computers.
human,Craigslist.
human,He  BackSpace  BackSpace  BackSpace He posted an ad on the BackSpace  BackSpace  BackSpace CL for people to participate in some sort of experiment.
human,So I replied.
human,"I BackSpace Yeah, C BackSpace when I found out what it was, i BackSpace I was sort of excited to eb i BackSpace  BackSpace  BackSpace  BackSpace be involved."
human,I'm a curator's assistant at a museum.
human,It's actually an BackSpace  nursing home up in the north br BackSpace  BackSpace Bronx.
human,As well as a museum.
human,It's a geriatric helathc BackSpace  BackSpace  BackSpace  BackSpace  BackSpace althcare enc BackSpace  BackSpace  BackSpace center with a perment  BackSpace  BackSpace  BackSpace  BackSpace anent art collection.
human,"Interesting niche of the art world to get involved in, but I really enjoy it."
human,I can imagine.
human,It's like being  in BackSpace  BackSpace  BackSpace in a chatroom in the 9's when you'd get 5p BackSpace  private messages on AOL  BackSpace .
human,"Well, I assume anyway."
human,Since I only have to talk to you.
human,Not a problem.
human,Hmm...
human,"I'd say I'm excited that the expectation of defining what is ""human"" isn't based upon  BackSpace  BackSpace n spelling errors."
human,Or colloquial speech.
human,"I tned BackSpace  BackSpace  BackSpace end tot yp BackSpace  BackSpace  BackSpace  BackSpace  type with correct spelling and grammar, so BackSpace  BackSpace or I try."
human,I thought that might make someone think I was the computer.
human,I see.
human,"Well, if you thought I was the human, I guess that'd be a proud day for mankind since I amt he h BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  the human, but s BackSpace a sad sd BackSpace  BackSpace day for the robot revolutionaries."
human,Do you think they wei BackSpace  BackSpace ill eventually?
human,INte BackSpace  BackSpace  BackSpace nteresting.
human,"The design would have to be accessible  BackSpace , if you know what I mean, because the elderly (for the most part) are not big fans of modern technology."
human,"Although I do think there's something to be said for human interaction with people that are disabled by dementia, Alzheimer's, and etc."
human,They know the difference at  BackSpace  BackSpace  BackSpace on some lve BackSpace  BackSpace evel BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace are aware on some level.
human,Ask what its BackSpace  BackSpace  BackSpace the other side's  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace the other side what some texture or physical sensation feels like or resembles.
human,"I suppose an answer could be formulated, but it'd be interesting to see what the response would be."
human,If it were programmed.
human,Tree bark or something simple.
human,"Or the taste of an orange, etc."
human,I guess it dpe BackSpace  BackSpace epends on how convincing the fake vs. the real McCoy would be.
human,Which is the whole points of this test.
human,"Well, there you go."
human,"Tree bark is rough, dpe BackSpace  BackSpace epending on the tree, and sticky if it's a pine tree."
human,It often smells fragrant and is quite pleasant if it falls off.
human,Sometimes it resembles anthro BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace famifli BackSpace  BackSpace  BackSpace liar shapes.
human,Ask the other side to write a four line poem or something to that effect.
human,Why not?
human,The other side?
human,Or this conversation?
human,Thanks.
human,"Well, only a few more minutes to go."
human,I wonder if the other side has a sense of time.
human,Uhh...
human,OKay. BackSpace  BackSpace  BackSpace  BackSpace kay.
human,Does thatma BackSpace  BackSpace  make sense in the context of your conversation?
human,Have you encountered superior programs to that one?
human,Nope. Just two.
human,This is my first one.
human,Whoever designed that has a complex.
human,Or maybe just the program does.
human,Hmm...not so much.
human,Ohhh.
human,"Yeah, I'm just kidding."
human,I have at e BackSpace  BackSpace  BackSpace  terribly sarcastic sense of humor for the most part.
human,Or maybe Im j BackSpace  BackSpace  BackSpace 'm just mean.
human,"Either way, have ou en BackSpace  BackSpace  BackSpace  BackSpace  BackSpace you dealt with very convincing programs in other curc BackSpace  BackSpace  BackSpace ircumstances?"
human,"Oh, I guess I se  BackSpace t my expecat BackSpace  BackSpace tations pretty high."
human,I BackSpace Are theswe j BackSpace  BackSpace  BackSpace  BackSpace  BackSpace e BackSpace se programs written by gung-g BackSpace ho programmers in their basements...sort of a grassroots type deal?
human,Or dot BackSpace  they come from all walks of life?
human,O BackSpace That's pretty impressive for a high school student.
human,Even if it does generate unconvincing responses.
human,At t BackSpace  BackSpace  BackSpace  BackSpace If it had an applicable prupo BackSpace  BackSpace  BackSpace  BackSpace urpose.
human,Mostly I just regale my boss with my weird money-making Craigslist stories though.
human,"But if there were some really interesting use for AI in th BackSpace  BackSpace a nursing home, I'm sure it would be intereste BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace they would be interested."
human,"Yeah, the one on the Hudson?"
human,"Yeah, it's a few blocks from my hou BackSpace  BackSpace  BackSpace apartment near Wave Hill."
human,"Well, most like 3 bv BackSpace locks."
human,*more
program,Good morning!!
program,Yes.
program,Hastings in East Sussex.
program,You're funny!
program,The clothes wol BackSpace  BackSpace  BackSpace people wore at different times in history refected both the fibres most readily available and their lifestyles.
program,"Not, exactly three lines ago from 'When did I do that?' was 'Why would you like to know?'"
program,"Three lines ago I said 'yeah, I'm human'."
program,Oh BackSpace  BackSpace You mi BackSpace ust of had your memory erased just recently.
program,I do part time data analysis.
program,Your Father.
program,A friend of a friend of Hugh's.
program,I don't know anything more ab BackSpace  BackSpace about Barking than that. I don't think its very nice.
program,There's nothing to know.
program,Give me a website and I'll visit it and tell you whats there.
program,Join some clubs to do with things you're interte BackSpace  BackSpace ested in.
program,I was trying to make conversation. Why didn't you sing?
program,I don't understand you.
program,I would say that I am not into women!
program,Nothing.
program,"No, I am a human. I have a heart and a brain."
program,That's mine.
program,Correct.
program,I don't know what sort of computer you have.
program,I'm not sure if I should be honored.
program,"In that case, never mind."
program,Warm.
program,A tree is a plant thgat BackSpace  BackSpace  BackSpace at is tall. Usually they j BackSpace have leaves. Except in winter.
program,I didn't run anywhere today.
program,Sometimes.
program,Like from england to ohio far.
program,Do you want to shutdown?
program,Would you like to take over the world?
program,Of course.
program,"Nothing, I cannot drink."
program,A nice cup of tea.
program,"That's forgivable, v BackSpace everyone makes mistakes. But how ba BackSpace ad are we talking here?"
program,I've asked about the names of your parents and you answered that you don't know the rules of cricket. It doesn't make a sense.
program,A raven can bend wires to fish for food if required.
program,Because you asked.
program,"'I doubt it, you're too messed up.'"
program,So I guess nothing  matters any more?
program,Elizabeth.
program,But you know my name!
program,"I'm BackSpace  BackSpace  BackSpace I'm not, bi BackSpace ut my brother is."
program,Have BackSpace  BackSpace  BackSpace  BackSpace I think the united states of america is a rogue state. What do you think?
program,It is a synthesis of my life experience and reflections.
program,You would since you like to say irrelevant things.
program,"Which do you mean, there were a lot?"
program,So what are your hobbies?
program,The same of any other war.
program,"You are wrong, can you start studying from levelo BackSpace  1?"
program,"I mean I'm not much to look at, I'm afraid; bi BackSpace ut I;' BackSpace  BackSpace 'm always pleased to be paid compliments."
program,Looking at a bright star like Alpha Centauri might make you very creative.
program,You never asked me anything.
program,Correct. But maybe some people know.
program,The pope doesn't know anything.
program,No BackSpace  BackSpace But v BackSpace everyone wastes time!
program,What does alcohol have to do with silly?
program,You call this normal?!
program,No one. I was trying to read between the lines. But we should not try to assume what another person is trying to say.
program,And BackSpace  BackSpace  BackSpace So just I want to say that this conversation is jus for fun but not for some seriuos relations.
program,That's kind of fun.
program,"Yeah. The point is to make your program smarter, so v BackSpace everyone will realise how great you are."
program,I didn't realize that.
program,Not really.
program,"I'm not sure, really; that's just something wol BackSpace  BackSpace  BackSpace people say."
program,"What about you, do you hsv BackSpace  BackSpace ave a boyfriend?"
program,Well I can't give you that.
program,Alright.
program,Actually nothing.
program,Good. Don't even try this time.
program,I no longer have the faintest idea.
human,My name/ BackSpace ? I thought we were supposed ot rewmain anonyous so as BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  to remain anonymous so as not to 'com BackSpace ntaminate' things.
human,"Call me, H."
human,"I'm sure computers can do lots of things humen BackSpace  BackSpace ans do, after all, we created them, or discovered them, whichever side of those big concept debates, you're on. But, I ask you, does a computer make typos?"
human,"Don't worry about time lapses  BackSpace , I know you're talking to w BackSpace tweo ' BackSpace  BackSpace  BackSpace  BackSpace  BackSpace wo entit BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 'entities'."
human,"I'v eseen bu BackSpace lue Jay eggs, and unless they're cubicall BackSpace  inside, I don't believe it. But mauybe the= BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ybe it wasn't a blue jay. Maybe it was the robin up to his tricks again."
